id;name;price;capacity;price_per_gb;type;cache;form_factor;interface
2913;Transcend SSD370;;128;;SSD;;2.5;SATA 6.0 Gb/s
2914;Transcend SSD370;;256;;SSD;;2.5;SATA 6.0 Gb/s
2915;Transcend SSD370;173.18;512;0.338;SSD;;2.5;SATA 6.0 Gb/s
2916;Samsung SM843TN;;240;;SSD;;2.5;SATA 6.0 Gb/s
2917;SanDisk X300S;;256;;SSD;;2.5;SATA 6.0 Gb/s
2918;Samsung 845DC EVO;;480;;SSD;;2.5;SATA 6.0 Gb/s
2919;Intel Pro 2500;;240;;SSD;;2.5;SATA 6.0 Gb/s
2920;ADATA SP900 M.2;;128;;SSD;;M.2-2280;M.2 SATA
2921;ADATA SP900 M.2;;256;;SSD;;M.2-2280;M.2 SATA
2922;Crucial M500;;240;;SSD;;M.2-2280;M.2 SATA
2923;OCZ ARC 100;;120;;SSD;;2.5;SATA 6.0 Gb/s
2924;Seagate ST500LT033;;500;;5400;16;2.5;SATA 6.0 Gb/s
2925;Toshiba MQ01ABF032H;;320;;;32;2.5;SATA 6.0 Gb/s
2926;Intel X25-M Mainstream;;80;;SSD;;2.5;SATA 3.0 Gb/s
2927;Silicon Power S60 3K P/E;79.98;240;0.333;SSD;;2.5;SATA 6.0 Gb/s
2928;Seagate ST500LM020;;500;;;;2.5;SATA 6.0 Gb/s
2929;Toshiba MQ02ABF100;;1000;;5400;16;2.5;SATA 6.0 Gb/s
2930;Intel DC P3600;259.99;800;0.325;SSD;;2.5;U.2
2931;Intel DC P3700;;400;;SSD;;PCIe;PCIe x4
2932;Crucial BX100;;120;;SSD;;2.5;SATA 6.0 Gb/s
2933;Seagate SV35;;1000;;5400;64;3.5;SATA 6.0 Gb/s
2934;Seagate SV35;;2000;;5400;64;3.5;SATA 6.0 Gb/s
2935;Intel 750;;1200;;SSD;;PCIe;PCIe x4
2936;Kingston Savage;;120;;SSD;;2.5;SATA 6.0 Gb/s
2937;Hitachi Ultrastar He8;;8000;;7200;128;3.5;SAS 12.0 Gb/s
2938;Western Digital Ae;139.99;6000;0.023;5760;64;3.5;SATA 6.0 Gb/s
2939;Patriot Ignite M2;;480;;SSD;512;M.2-2280;M.2 SATA
2940;Patriot Blast;;120;;SSD;256;2.5;SATA 6.0 Gb/s
2941;Patriot Blast;;240;;SSD;256;2.5;SATA 6.0 Gb/s
2942;Western Digital RE;;5000;;7200;128;3.5;SATA 6.0 Gb/s
2943;Intel DC P3500;;2000;;SSD;;PCIe;PCIe x4
2944;Western Digital Purple;;500;;5400;64;3.5;SATA 6.0 Gb/s
2945;Kingston FURY;;480;;SSD;;2.5;SATA 6.0 Gb/s
2946;Zotac SONIX;;480;;SSD;512;PCIe;PCIe x4
2947;Mushkin Reactor TC;;2000;;SSD;;2.5;SATA 6.0 Gb/s
2948;Western Digital Red Pro;;5000;;7200;128;3.5;SATA 6.0 Gb/s
2949;Western Digital Purple;275.22;8000;0.034;5400;128;3.5;SATA 6.0 Gb/s
2950;Intel 540s;;360;;SSD;;M.2-2280;M.2 SATA
2951;Intel 540s;;240;;SSD;;M.2-2280;M.2 SATA
2952;Intel 540s;;1000;;SSD;;M.2-2280;M.2 SATA
2953;Samsung PM951;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
2954;Kingston SSDNow G2;115.07;240;0.479;SSD;;M.2-2280;M.2 SATA
2955;Kingston SSDNow UV300;;120;;SSD;;2.5;SATA 6.0 Gb/s
2956;Plextor M8Pe;;256;;SSD;512;PCIe;PCIe x4
2957;MyDigitalSSD BPX;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
2958;SanDisk Z410;;120;;SSD;;2.5;SATA 6.0 Gb/s
2959;Seagate BarraCuda;;1000;;7200;32;3.5;SATA 6.0 Gb/s
2960;Hyundai Technology Sapphire;;120;;SSD;;2.5;SATA 6.0 Gb/s
2961;Hyundai Technology Sapphire;;480;;SSD;;2.5;SATA 6.0 Gb/s
2962;Drevo X1;;120;;SSD;;2.5;SATA 6.0 Gb/s
2963;Toshiba OCZ TR200;;960;;SSD;;2.5;SATA 6.0 Gb/s
2964;ADATA XPG SX7000;;128;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
2965;Western Digital Purple;82.99;3000;0.028;5400;64;3.5;SATA 6.0 Gb/s
2966;Kingston KC1000;;480;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
2967;XPG GAMMIX S10;;128;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
2968;XPG GAMMIX S10;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
2969;ADATA Ultimate SU650;;480;;SSD;;2.5;SATA 6.0 Gb/s
2970;Hitachi 0F27402;257.73;10000;0.026;7200;256;3.5;SAS 12.0 Gb/s
2971;Hitachi Ultrastar He10;289;10000;0.029;7200;256;3.5;SAS 12.0 Gb/s
2972;Samsung PM1633a;;15360;;SSD;;2.5;SAS 12.0 Gb/s
2973;TCSunBow X3;;120;;SSD;;2.5;SATA 6.0 Gb/s
2974;TCSunBow X3;;240;;SSD;;2.5;SATA 6.0 Gb/s
2975;Kingston UV500B;;480;;SSD;;M.2-2280;M.2 SATA
2976;TEAMGROUP T-Force Delta RGB;;250;;SSD;;2.5;SATA 6.0 Gb/s
2977;ADATA XPG GAMMIX S11;;480;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
2978;Drevo X1 Pro;;512;;SSD;;2.5;SATA 6.0 Gb/s
2979;Seagate Barracuda Compute;;250;;SSD;;2.5;SATA 6.0 Gb/s
2980;Corsair MP300;;960;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
2981;Corsair MP300;;240;;SSD;;M.2-2280;M.2 PCIe 3.0 X2
2982;Seagate Enterprise Capacity;;2000;;7200;128;3.5;SATA 6.0 Gb/s
2983;Seagate Enterprise Capacity;125;2000;0.062;7200;128;3.5;SATA 6.0 Gb/s
2984;Seagate Enterprise Capacity;;2000;;7200;128;2.5;SATA 6.0 Gb/s
2985;Toshiba N300;402.5;14000;0.029;7200;256;3.5;SATA 6.0 Gb/s
2986;Patriot Scorch;;256;;SSD;;M.2-2280;M.2 PCIe 3.0 X2
2987;Lexar NS100;;480;;SSD;;2.5;SATA 6.0 Gb/s
2988;Lexar NS200;59.99;240;0.25;SSD;;2.5;SATA 6.0 Gb/s
2989;ADATA SU635;;960;;SSD;;2.5;SATA 6.0 Gb/s
2990;TEAMGROUP T-Force Vulcan;;250;;SSD;;2.5;SATA 6.0 Gb/s
2991;Toshiba MG04ACA200E;137.88;2000;0.069;7200;128;3.5;SATA 6.0 Gb/s
2992;Patriot VPN100;;2000;;SSD;512;M.2-2280;M.2 PCIe 3.0 X4
2993;Mushkin Pilot-E;;500;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
2994;Western Digital Purple;258.02;10000;0.026;7200;256;3.5;SATA 6.0 Gb/s
2995;Seagate Nytro Enterprise;;480;;SSD;;2.5;SATA 6.0 Gb/s
2996;Seagate EXOS Enterprise;242.4;6000;0.04;7200;256;3.5;SATA 6.0 Gb/s
2997;Mushkin RAW;;1000;;SSD;;2.5;SATA 6.0 Gb/s
2998;Mushkin RAW;;250;;SSD;;2.5;SATA 6.0 Gb/s
2999;Intel DC P4500;;2000;;SSD;;2.5;SATA 6.0 Gb/s
3000;Intel DC S3110;79;256;0.309;SSD;;M.2-2280;M.2 SATA
3001;Seagate FireCuda 510;;250;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3002;Pioneer APS-SE20G-256;52.33;256;0.204;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3003;Pioneer APS-SE20G-512;87.61;512;0.171;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3004;Patriot VPR100 RGB;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3005;Western Digital Ultrastar DC;;960;;SSD;;2.5;SATA 6.0 Gb/s
3006;Centon MP Essential;79.98;960;0.083;SSD;;2.5;SATA 6.0 Gb/s
3007;Centon MP Essential;;1000;;SSD;;2.5;SATA 6.0 Gb/s
3008;Kingston KC2500;;250;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3009;Inland Professional;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3010;Biostar M500;;128;;SSD;;M.2-2280;M.2 PCIe 3.0 X2
3011;Angelbird Wings MX2;;1000;;SSD;;PCIe;PCIe x2
3012;Seagate BarraCuda Q1;;240;;SSD;;2.5;SATA 6.0 Gb/s
3013;Apacer AS340 PANTHER;276;960;0.287;SSD;;2.5;SATA 6.0 Gb/s
3014;Apacer AS350 PANTHER;;480;;SSD;;2.5;SATA 6.0 Gb/s
3015;TEAMGROUP T-Force Cardea Zero Z330;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3016;Western Digital Black AN1500;;4000;;SSD;;PCIe;PCIe x8
3017;Western Digital SanDisk Extreme PRO;;1000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3018;Silicon Power XD80;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3019;HP EX900 Pro;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3020;HP EX900 Pro;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3021;Addlink S90;;1000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3022;Addlink S68;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3023;Western Digital PC SN730;;256;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3024;Seagate Exos X18;;16000;;7200;256;3.5;SAS 12.0 Gb/s
3025;TEAMGROUP MP34Q;;4000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3026;PNY XLR8 CS3040 w/Heatsink;;4000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3027;Western Digital Ultrastar DC HC550;;18000;;7200;512;3.5;SATA 6.0 Gb/s
3028;ADATA Legend 740;;250;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3029;PNY CS2140;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3030;TEAMGROUP T-Force Delta TUF Gaming Alliance RGB;;500;;SSD;;2.5;SATA 6.0 Gb/s
3031;TEAMGROUP T-Force Delta S TUF Gaming RGB;;1000;;SSD;;2.5;SATA 6.0 Gb/s
3032;Klevv CRAS C720;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3033;Klevv NEO N400;;120;;SSD;;2.5;SATA 6.0 Gb/s
3034;Inland Platinum;;128;;SSD;;2.5;SATA 6.0 Gb/s
3035;Inland Prime;;250;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3036;Timetec 35TTFP6PCIE;;256;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3037;Timetec 35TTM8SSATA;;1000;;SSD;;M.2-2280;M.2 SATA
3038;Timetec 30TT253X2;;128;;SSD;;2.5;SATA 6.0 Gb/s
3039;ADATA ISSS333-256GD;;256;;SSD;;2.5;SATA 6.0 Gb/s
3040;Toshiba MG08ADA600E;169.99;6000;0.028;7200;256;3.5;SATA 6.0 Gb/s
3041;Toshiba L200;;2000;;5400;128;2.5;SATA 6.0 Gb/s
3042;Toshiba XG6;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3043;Hitachi Ultrastar He8;249;8000;0.031;7200;128;3.5;SATA 6.0 Gb/s
3044;Fastro MS150;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3045;Fastro MS150;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3046;Seagate Beskar Ingot Drive Special Edition FireCuda;;1000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3047;Intel D3-S4520;130;480;0.271;SSD;;2.5;SATA 6.0 Gb/s
3048;MSI SPATIUM M460;;250;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3049;MSI SPATIUM M460;;500;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3050;MSI SPATIUM M460 HS;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3051;Leven JPR700;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3052;Leven JPS600;;4000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3053;Leven JPS800;;512;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3054;Timetec PINNACLE SD1-INDEX;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3055;VisionTek DLX3;49.96;512;0.098;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3056;KIOXIA BG5;;1000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3057;Micron 1100;;512;;SSD;;2.5;SATA 6.0 Gb/s
3058;Inland Premium;;2000;;SSD;;2.5;SATA 6.0 Gb/s
3059;Western Digital PC SN740 Pyrite;;512;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3060;Oyen Digital E12S-8000N28A;;8000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3061;Oyen Digital E13S-2242-1024PH;89;1000;0.089;SSD;;M.2-2242;M.2 PCIe 3.0 X4
3062;VisionTek DLX4;65.13;512;0.127;SSD;;M.2-2230;M.2 PCIe 4.0 X4
3063;Toshiba MD07ACA;;14;;7200;256;3.5;SATA 6.0 Gb/s
3064;TEAMGROUP T-FORCE G50;;512;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3065;TEAMGROUP T-FORCE G50 PRO;;512;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3066;TEAMGROUP T-FORCE G70 PRO Aluminum;;512;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3067;TEAMGROUP T-FORCE G70;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3068;HP FX700;;500;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3069;HP FX700;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3070;Seagate FireCuda 540 w/Heatsink;;1000;;SSD;;M.2-2280;M.2 PCIe 5.0 X4
3071;Micron 5400 Pro;;240;;SSD;;2.5;SATA 6.0 Gb/s
3072;Micron 5400 Pro;;480;;SSD;;2.5;SATA 6.0 Gb/s
3073;Lenovo S4520;;1920;;SSD;;3.5;SATA 6.0 Gb/s
3074;Lexar NM1090 w/ Heatsink;;2000;;SSD;;M.2-2280;M.2 PCIe 5.0 X4
3075;Seagate BarraCuda 520;;512;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3076;Seagate BarraCuda 520;;2048;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3077;PNY CS2142;159.99;2000;0.08;SSD;;M.2-2230;M.2 PCIe 4.0 X4
3078;KingSpec XF;73.99;1000;0.074;SSD;;M.2-2230;M.2 PCIe 4.0 X4
3079;Seagate FireCuda 520N;195.32;2000;0.098;SSD;;M.2-2230;M.2 PCIe 4.0 X4
3080;PNY XLR8 CS3040 w/Heatsink;325.16;2000;0.163;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3081;Seagate ST600MM0158;54.09;600;0.09;10000;128;2.5;SAS 12.0 Gb/s
3082;Lenovo 5300;839.99;960;0.875;SSD;;2.5;SATA 6.0 Gb/s
3083;Intel DC P3500;427.5;2000;0.214;SSD;;2.5;U.2
3084;Seagate Game Drive;;4000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3085;Western Digital RE;45;250;0.18;7200;64;3.5;SATA 6.0 Gb/s
3086;Western Digital WDBSLA0010HNC-NRSN;63.99;1000;0.064;7200;;3.5;SATA 6.0 Gb/s
3087;Seagate Enterprise Capacity;191.57;6000;0.032;7200;256;3.5;SATA 6.0 Gb/s
3088;Seagate Enterprise Performance;203.21;600;0.339;15000;256;2.5;SAS 12.0 Gb/s
3089;Seagate Enterprise Performance;321.25;2400;0.134;10000;256;2.5;SAS 12.0 Gb/s
3090;Seagate SkyHawk AI;273.94;10000;0.027;7200;256;3.5;SATA 6.0 Gb/s
3091;Seagate FireCuda;213.25;1000;0.213;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3092;Seagate SkyHawk AI;349.99;16000;0.022;7200;256;3.5;SATA 6.0 Gb/s
3093;Toshiba N300;308.87;10000;0.031;7200;;3.5;SATA 6.0 Gb/s
3094;V7 V7SSD128GBNV3U;31.99;128;0.25;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3095;Intel D3-S4610;159.94;960;0.167;SSD;;2.5;SATA 6.0 Gb/s
3096;Fantom Drives VENOM8 PS5;154.94;2000;0.077;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3097;Western Digital Scorpio Black;90;160;0.562;7200;16;2.5;SATA 3.0 Gb/s
3098;Intel X25-E;;64;;SSD;;2.5;SATA 3.0 Gb/s
3099;Hitachi Travelstar Z7K500;;500;;7200;32;2.5;SATA 6.0 Gb/s
3100;Transcend MTS400;143.91;256;0.562;SSD;;M.2-2242;M.2 SATA
3101;Transcend MTS800;264.56;512;0.517;SSD;;M.2-2280;M.2 SATA
3102;Mushkin MKNP44SC960GB-DX;;960;;SSD;;PCIe;PCIe x8
3103;Plextor M6e Black Edition;;256;;SSD;256;PCIe;PCIe x4
3104;Plextor M6e Black Edition;;512;;SSD;256;PCIe;PCIe x2
3105;Samsung 850 Evo;256.1;500;0.512;SSD;;mSATA;mSATA
3106;PNY CS1211;50.99;480;0.106;SSD;;2.5;SATA 6.0 Gb/s
3107;Seagate BarraCuda Pro;;5000;;7200;128;3.5;SATA 6.0 Gb/s
3108;Seagate Nytro Enterprise;425;960;0.443;SSD;;2.5;SATA 6.0 Gb/s
3109;Toshiba MG04ACA600E;168;6000;0.028;7200;128;3.5;SATA 6.0 Gb/s
3110;Seagate Enterprise Performance;;900;;15000;256;2.5;SAS 12.0 Gb/s
3111;Toshiba S300 Pro;229.99;10000;0.023;7200;256;3.5;SATA 6.0 Gb/s
3112;Kingston UV500;;120;;SSD;;mSATA;mSATA
3113;Seagate IronWolf 510;249.99;480;0.521;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3114;ADATA Swordfish;;2000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3115;Silicon Power US70;267.88;1000;0.268;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3116;Angelbird AV PRO MK3;549.99;2000;0.275;SSD;;2.5;SATA 6.0 Gb/s
3117;ADATA Legend 750;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
3118;PNY CS900;;250;;SSD;;M.2-2280;M.2 SATA
3119;Toshiba N300 Pro;327.75;14000;0.023;7200;512;3.5;SATA 6.0 Gb/s
3120;Toshiba N300;346.31;14000;0.025;7200;;3.5;SATA 6.0 Gb/s
3121;Toshiba N300;199;6000;0.033;7200;256;3.5;SATA 6.0 Gb/s
3122;Western Digital PC SN740 Pyrite;;1000;;SSD;;M.2-2230;M.2 PCIe 4.0 X4
3123;Addlink S91;92.44;1000;0.092;SSD;;M.2-2230;M.2 PCIe 4.0 X4
3124;Titanium Micro TH7175;89.99;1000;0.09;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3125;Transcend MTE245S;;2000;;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3126;Transcend SSD230S;99.55;1000;0.1;SSD;;2.5;SATA 6.0 Gb/s
3127;Western Digital WD Green;47;120;0.392;SSD;;M.2-2280;M.2 SATA
3128;Fantom Drives VENOM7;89.95;1000;0.09;SSD;;M.2-2280;M.2 PCIe 4.0 X4
3129;Western Digital VelociRaptor;;450;;10000;32;2.5;SATA 6.0 Gb/s
3130;Western Digital VelociRaptor;;300;;10000;16;2.5;SATA 3.0 Gb/s
3131;Western Digital RE4;;2000;;7200;64;3.5;SATA 3.0 Gb/s
3132;Western Digital RE2;98.95;750;0.132;7200;16;3.5;SATA 3.0 Gb/s
3133;Western Digital Caviar Green;;640;;5400;64;3.5;SATA 3.0 Gb/s
3134;Western Digital Scorpio Black;45;320;0.141;7200;16;2.5;SATA 3.0 Gb/s
3135;Western Digital Scorpio Blue;45.05;160;0.282;5400;8;2.5;SATA 1.5 Gb/s
3136;Hitachi 7K1000.B;;1000;;7200;16;3.5;SATA 3.0 Gb/s
3137;Hitachi 7K1000.B;;640;;7200;16;3.5;SATA 3.0 Gb/s
3138;Samsung Spinpoint F2 EG;;1500;;5400;32;3.5;SATA 3.0 Gb/s
3139;Samsung Spinpoint F1 EG;;1000;;5400;32;3.5;SATA 3.0 Gb/s
3140;Samsung Spinpoint F1 DT;;500;;7200;8;3.5;SATA 3.0 Gb/s
3141;Samsung Spinpoint F1 DT;;320;;7200;16;3.5;SATA 3.0 Gb/s
3142;Samsung Spinpoint F1 DT;;250;;7200;16;3.5;SATA 3.0 Gb/s
3143;OCZ Colossus;;120;;SSD;128;3.5;SATA 3.0 Gb/s
3144;OCZ Vertex 2;;480;;SSD;;2.5;SATA 3.0 Gb/s
3145;Seagate Momentu;38.88;500;0.078;7200;16;2.5;SATA 3.0 Gb/s
3146;Seagate SV35.5;;1000;;7200;32;3.5;SATA 3.0 Gb/s
3147;Seagate BarraCuda;;160;;7200;2;3.5;PATA 100
3148;Seagate BarraCuda;85;160;0.531;7200;8;3.5;SATA 3.0 Gb/s
3149;Hitachi Ultrastar;;2000;;7200;32;3.5;SATA 3.0 Gb/s
3150;Western Digital AV-GP;117.46;2000;0.059;5400;64;3.5;SATA 3.0 Gb/s
3151;Western Digital Caviar Blue;79;750;0.105;7200;32;3.5;SATA 6.0 Gb/s
3152;Kingston SSDNow V+;;128;;SSD;;2.5;SATA 3.0 Gb/s
3153;Crucial RealSSD C300;;128;;SSD;;2.5;SATA 6.0 Gb/s
3154;Crucial RealSSD C300;;256;;SSD;;2.5;SATA 6.0 Gb/s
3155;Corsair Nova;;128;;SSD;;2.5;SATA 3.0 Gb/s
3156;G.Skill Sniper Gaming;;120;;SSD;;2.5;SATA 3.0 Gb/s
3157;Hitachi 0F10381;;500;;7200;16;3.5;SATA 3.0 Gb/s
3158;Seagate Constellation ES;79.98;500;0.16;7200;32;3.5;SATA 3.0 Gb/s
3159;Hitachi 7K3000;;2000;;7200;64;3.5;SATA 6.0 Gb/s
3160;Hitachi 5K3000;;2000;;5400;32;3.5;SATA 6.0 Gb/s
3161;Western Digital Caviar Black;;750;;7200;64;3.5;SATA 6.0 Gb/s
3162;Western Digital Caviar Black;;2000;;7200;32;3.5;SATA 3.0 Gb/s
3163;Kingston SSDNow V;;128;;SSD;;2.5;SATA 3.0 Gb/s
3164;Seagate Pipeline HD;;1000;;5900;8;3.5;SATA 3.0 Gb/s
3165;Western Digital Caviar Green;99.95;750;0.133;5400;64;3.5;SATA 3.0 Gb/s
3166;Seagate BarraCuda;54.9;250;0.22;7200;8;3.5;SATA 6.0 Gb/s
3167;Western Digital Caviar Black;;1500;;7200;64;3.5;SATA 6.0 Gb/s
3168;Crucial M4;;256;;SSD;;2.5;SATA 6.0 Gb/s
3169;Seagate Momentus 7200.4;49;500;0.098;7200;16;2.5;SATA 3.0 Gb/s
3170;Seagate Constellation.2;49;250;0.196;7200;64;2.5;SATA 6.0 Gb/s
3171;Seagate Momentus 5400.6;34;320;0.106;5400;8;2.5;SATA 3.0 Gb/s
3172;Intel 320;253.5;120;2.112;SSD;;2.5;SATA 3.0 Gb/s
3173;Hitachi 0J11561;;500;;5400;8;2.5;SATA 3.0 Gb/s
3174;Corsair Force 3;;240;;SSD;;2.5;SATA 6.0 Gb/s
3175;Intel 320;;160;;SSD;;2.5;SATA 3.0 Gb/s
3176;Corsair Force GT;;60;;SSD;;2.5;SATA 6.0 Gb/s
3177;Toshiba MK1656GSY;;160;;7200;16;2.5;SATA 3.0 Gb/s
3178;Western Digital AV-GP;97.53;3000;0.033;5400;64;3.5;SATA 3.0 Gb/s
3179;Western Digital Scorpio Blue;;1000;;5400;8;2.5;SATA 3.0 Gb/s
3180;Kingston HyperX;199.99;120;1.667;SSD;;2.5;SATA 6.0 Gb/s
3181;Kingston HyperX;;120;;SSD;;2.5;SATA 6.0 Gb/s
3182;Seagate Constellation ES;;500;;7200;64;3.5;SATA 6.0 Gb/s
3183;Mushkin Chronos Deluxe;;60;;SSD;;2.5;SATA 6.0 Gb/s
3184;Kingston SSDNow V200;;64;;SSD;;2.5;SATA 6.0 Gb/s
3185;Samsung 830;;256;;SSD;;2.5;SATA 6.0 Gb/s
3186;Samsung 470;;128;;SSD;;2.5;SATA 3.0 Gb/s
3187;Crucial M4;;512;;SSD;;2.5;SATA 6.0 Gb/s
3188;Intel 520;;120;;SSD;;2.5;SATA 6.0 Gb/s
3189;Intel 520;132.49;180;0.736;SSD;;2.5;SATA 6.0 Gb/s
3190;Western Digital AV-GP;;500;;5400;16;3.5;SATA 3.0 Gb/s
3191;Samsung Spinpoint F3;;500;;7200;16;3.5;SATA 3.0 Gb/s
3192;Seagate Spinpoint F3;;500;;7200;16;3.5;SATA 3.0 Gb/s
3193;Western Digital VelociRaptor;;300;;10000;32;2.5;SATA 3.0 Gb/s
3194;Kingston HyperX;;480;;SSD;;2.5;SATA 6.0 Gb/s
3195;Samsung 830;;512;;SSD;;2.5;SATA 6.0 Gb/s
3196;Western Digital Caviar Green;;320;;5400;64;3.5;SATA 6.0 Gb/s
3197;OCZ Vertex 4;;128;;SSD;;2.5;SATA 6.0 Gb/s
3198;Intel 330;;120;;SSD;;2.5;SATA 6.0 Gb/s
3199;OCZ Octane;;512;;SSD;;2.5;SATA 3.0 Gb/s
3200;Western Digital RE4;;2000;;7200;64;3.5;SATA 3.0 Gb/s
3201;Transcend Transcend MLC;;192;;SSD;;2.5;SATA 1.5 Gb/s
3202;Seagate Constellation.2;;1000;;7200;64;2.5;SATA 6.0 Gb/s
3203;PNY XLR8;;120;;SSD;;2.5;SATA 6.0 Gb/s
3204;Plextor M5S;;128;;SSD;256;2.5;SATA 6.0 Gb/s
3205;Crucial V4;;256;;SSD;;2.5;SATA 3.0 Gb/s
3206;Crucial V4;;32;;SSD;;2.5;SATA 3.0 Gb/s
3207;OCZ RevoDrive 3 X2;;960;;SSD;;PCIe;PCIe x4
3208;OCZ RevoDrive 3;;120;;SSD;;PCIe;PCIe x4
3209;Corsair Neutron;;240;;SSD;;2.5;SATA 6.0 Gb/s
3210;Western Digital Green;;2000;;5400;8;2.5;SATA 3.0 Gb/s
3211;OCZ Agility 3;;128;;SSD;;2.5;SATA 6.0 Gb/s
3212;OCZ Agility 3;;512;;SSD;;2.5;SATA 6.0 Gb/s
3213;Samsung 840 Pro;;64;;SSD;;2.5;SATA 6.0 Gb/s
3214;Samsung 840;;120;;SSD;;2.5;SATA 6.0 Gb/s
3215;Kingston SSDNow KC100;;240;;SSD;;2.5;SATA 6.0 Gb/s
3216;Toshiba MK6476GSX;;640;;5400;8;2.5;SATA 3.0 Gb/s
3217;Samsung Spinpoint M8;;500;;5400;8;2.5;SATA 3.0 Gb/s
3218;Kingston SSDNow V300;;240;;SSD;;2.5;SATA 6.0 Gb/s
3219;SanDisk Ultra Plus;;256;;SSD;;2.5;SATA 6.0 Gb/s
3220;Plextor M5P Xtreme;;256;;SSD;512;2.5;SATA 6.0 Gb/s
3221;Seagate Constellation;;1000;;7200;64;2.5;SATA 6.0 Gb/s
3222;Seagate Barracuda ES;;750;;7200;16;3.5;SATA 3.0 Gb/s
3223;SanDisk Extreme II;;120;;SSD;;2.5;SATA 6.0 Gb/s
3224;SanDisk Extreme II;;240;;SSD;;2.5;SATA 6.0 Gb/s
3225;Seagate Momentus XT;;500;;;32;2.5;SATA 6.0 Gb/s
3226;Seagate ST4000VN000;;4000;;5900;64;3.5;SATA 6.0 Gb/s
3227;Western Digital Xe;;300;;10000;32;3.5;SAS 6.0 Gb/s
3228;Western Digital Xe;;900;;10000;32;3.5;SAS 6.0 Gb/s
3229;Seagate ST9640423AS;;640;;5400;16;2.5;SATA 6.0 Gb/s
3230;Samsung 840 Evo;;750;;SSD;;2.5;SATA 6.0 Gb/s
